sentiment,text
1,tommcfly norway won  thats where im from and i love mcfly have you heard the winning song
0,sad this week is the last week for biggest loser 
1,jenny  nice we american are so clueless on things like that 
1,enjoying good conversation around the breakfast table good morning 
1,yuritheartist soulchels chels ur better than whom did yu even get points on the board lol 
1,  mhhhhh  crisp hobbit yes here we eat them 
1,get the freebies sent to your inbox join my freetastic group on facebook for daily freebie alerts  
1,kkffoo check us out 
1,dicesix oh the hubster and i need to hook up asap for singing lessons 
1,talyanover going well  though i hit new lows of laziness
1,flaflafla i know right oh well im off to bed gnight bcmctzzttbsb 
1,having a sleepover going to bed goodnight anyone who sees this 
1,illafonte at least you have the next  days off  miss you try to make the most of it lol
0,badpony not gonna do itbad things happen when i do something on a whim 
0,cloverhunting i hope my jealousy can still reach you  ill be there soonish
1,haleya i wish you were here to cuddle with me 
0,wants to find a command and conquer  kanes wrath or red alert  ladder to play in  somebody find one plz
0,shottadru we not talkin to u you deaded us 
0,the daddy long leg i killedthat was by my head where i sleep   
1,hollseey hahahahahhahahahahhaha dude i just made a new video and it made me laugh maybe im just immature tho you must watch 
0,lizzyramone seriously stupid howry  hopefully big unit will get  tomorrow although i think hes a douche did you read what i posted
0,plumlipstick i thought they were including images of all pages 
1,seishin sweet dreams 
1,sceric what happened to keeping me hmmmm i have been unfolowed like a crack pushing cam girl 
0,asiprosper have to work both days  but next weekend will get to see keiki yay
0,washing machine is raher noisey driving me nuts i also dont want it to stop coz then ill have to get the washing out 
0,my tummy hurts 
1,to all my animal mommy friends  dogmoms catmomsanything you call your child    happy mothers day
0,dmarioisajerk its blocked at work so i cant comment during the day get too busy in the evenings 
1,bunnylovecara dats real 
0,i dont know if my heads gonna explode or cave in on itself either way not good 
0,i miss people 
1,kdt a very good morning to you happy sunday it is indeed 
0,grr whats with all the leech spam at the lodge 
1,mark you calendars quotlove in laugh inquot a s inspired theme party saturday june th  get your costumes ready
1, interesting i just saw federer doing what nadal has been doing to him past  years on this court huge top spin to robins backhand
1,is going to visit jerry tonight  fb  
0,headache 
0,it was my birthday  i wannt to break up with him but im scared of being lonelyyyyy  elpppp
1,eurodog thanx feeling good to be the ste 
1,at a a graduation them kids and their graduation celebrationswhat ever happened to to just giving thanks these kidz these days 
1,brunch lets eat guys 
1,just joined twitter not sure about my goals perhaps find interesting people on twitter 
0,missing shane 
0,munkygurlmari i was with omar i didnt watch hangover coz i told chris id watch it with him xd but my phone was dead 
0,so stressed i could cry 
1,keldandrea good morning what a happy thought to bring to us first thing this morning   i hope the rest of your day is perfect too 
0,haha i was super sick all dayand i couldnt get back to the hotel  worst french experience ever
0,poor little sister has pneumonia 
1,goodnight  i love mikegentile cant wait for heymonday concert
1,breaking in to hotel swimming pools with no key is great 
1,talking to my cyacky friend 
0,liojones at work  after one week in egypt 
0,i really want to modify the bios on this thing   why is it so difficult it should work
0,boysean unsure  but this is the last 
1,fakebryanadams the only thing that looks good on me is   
0,kevshawn  for trying to not get you drunk last time i try to help fuck it we are getting wasted then
0,xchadballx joels right epic fail of a movie  sryyy  
1,taylorswift whats with la 
1,ajm i think that would be an honour to voice rick and steve 
0,i want to be a real housewives of dallas texas oh ya i got know money no drama i guess that counts me out 
1,im watching ashleytisdale movie picture this the tizz does a fabulous job in it  you should go see it
1,tonight tonight tonight   
1,newmovietweeter im following you  thanks for following
0,back to work today im so getting used to these long weekends 
0,saraluvzdrew winston at the endit was onlt drew david amp jayk no bobby 
0,nzdeany sorry not trying to rehash 
1,raqeembrian i want transformers ticket pls thanks 
1,nikonamerica i know im just playing 
0,i miss game night 
0,thedoctor  gives the doctor a hug
0,hmmmm my background makes me  cant believe hes gone
0,argh so much stuff doesnt work in australia 
1,leeowens here it is in  all it black amp white glory   
1,meringues are yummy 
1,soccer with the gang 
1,cmyfawkes of course 
1,xxxkairixxx hello   just stepping out to check out a karate dojo  what r u up  today
0,tonight my phone sucks i can text tweet and internet no calls 
0,syndilim how you got all the american idol songs  me want toooo hehe
0,such a rainy day  where did the nice weather go
0,ticklemejoey i dont know 
0,alexneedsjk im asking the same where is jordanknight  i want a tweet from j before i go to sleep 
0,its coldish 
1,ubfid can i pay the tax on what i bought my house for instead of what its worth couldnt afford to buy it now 
0,erinpepper omg everyone thinks im like   i cant take it that means i look old no
0,won my match today in the semifinals next weekend  no riding today  probably over did it a bit yesterday right knee is barking 
1,yay quotwork it outquot 
0,i seriously hate my job  so unhappy i seriously hate my job  so unhappy 
1,thankful for meeting mel shes so awesome 
1,surfingfarmboy mmhmm for  weeks but not before a quick stopover in la to drop off the fuzzybutt and pick up the mother 
0,glesque thank you lovely i didnt forget bout the poster jus havent had time sorry 
0,feeling sad  i wanted the cavs to win 
1,libzluvvfc movies lol i saw up 
0,nickhalme im in the aa betanot impressed so far sadly 
0,watching quot kids amp countingquot on discovery health two teenage girls getting their wisdom teeth out one of them is so scared poor girl 
0,all everyonee does is moan at me  most of the time i didnt do anything wrong and they still moan   my life sucks right now 
1,yamahaboy a neurologic interfacemight be tricky for those with a dirty mind  will send mail to team this afternoon for lunch fri 
1,cosmicpanther i totally chug my coffee like its water i usually chastise sp myself for doing thatits nice to know im not alone 
1,shaundiviney haha thx xd omg thx for replying i hope you call me 
0,nolebro zacky i miss you i love the new eric church song quoti love your love the mostquot have you heard it so sorry to hear about bo 
0,oh my god my french reading exam was so hard my teacher said it was the hardest one shed ever seen so a u for cherly 
1,virtuallee morning dogs get you up or was it the birds looks at clock and tries to work out times zones er 
0,legalisha thought you just did not like me 
0,found a dead mouse in her apartment balcony this morning and it took almost  hour for the housekeeping to come 
0,ckcyn shes home some lady took her frour driveway at the road she had no collar 
1,the vendor client relationship  in real world situations who hasnt been here    
1,french  done italian  done geography  done i am free at last 
1,problogger been there not the writhing on the floor and squealing though 
0,erockett i wish i was home in bed naked 
0,on my very important todo list today hunt down a stuffed tiger for s i will have to miss her opening performance as shere khan 
0,ddlovato sadly id probably be so excited if i saw you id walk right by you as well 
0,th out of   missed the money by   
1,foodsites get  followers a day using wwwtweeterfollowcom once you add everyone you are on the train or pay vip 
0,i have a headache and im tired 
1,paula fabulous is a good st thing on the list 
1,is taking it down for the night to made my daynightweeklol you get it 
0,hey amandapalmer i wish i could be your friend   amandapalmer live gt 
1,dominicscott do you ever sleep 
1,time for sleep tomorrows lakers game will probably piss me off ohhh goody 
0,highandrandom you too 
1,evzzz uh take me tanning please 
0,sarahdyess your the best thanks a bunch and no we didnt go justin had too much homework 
1,ahhh yard sales and a beautiful overcast seattle day  oh and im so excited about the jazz festival 
0,trying to type and work with a very sore right shoulder 
0,teamdelo that one has been done already 
0,my favorite nail broke as i took all my shit out from the checking bags place 
1,nickrive its already a fun night whatchu talkin bout willis ps listening to rive demotapes 
0,i have only two  followersim as unloved and unpopular as i was in th grade 
0, hrs more 
0,saporta awh that sucks 
0,im ready for sleepy time now i dont want to go to work tomorrow this sucks 
0,just watched  seeded safina get beat by a poser 
0,almost tripped  back to treadmilling
1,cazsmash aw thanks hun not really done much with it its just grown amp been lightened  hugs so cute about the sea lion  xxx
1,omg lol at this mampm pic    via utoopist
0,kellyshibari i thought i saw you there you were walking out the door when i saw you 
1,exhausting trip to lowes tonight but veryyyyy excited    
0,grrrrrrr the puppy started whining again and wont shut up im never going to sleep again 
1,the door to the bathroom w the litterbox was closed and rather than pee somewhere else obie just cried until mommy figured it out aw 
0,ricoelectron thats a shame pisses me off when people are being dumb like that   note to self sleep
1,hugh masekela pix online  contern  t pix  review   gt coming up next naturally concert this evening 
0,mins n am outta here till da mora    mite b more xciting then
1,getting takeout and then goin to eat with this guy what can i say im hungry 
0,goddamit sierra  i wanted to go  supersadface yeahyoutoo bony   ps be safe lock doors lol
0,meganmetzger good choice the nap  i wanted to have it but i had to study 
1,thanks sabbygreyes 
1,girlygeekdom well seen some mistresses around and liked the idea even though its soo new for me 
1,kkgirl its p i just got up  tell me what is youre job 
1,drew seely replied my utube message awesome 
0,feeling sad bethanys reign is almost over 
1,sararunk yup just now scouring the net for info on his work 
0,kushiels justice  absolutely awesome except now i really need to write my essay 
1,thnksfrthgrg bro for the amount youre paying for that site the servers should be like top notch 
1,ahw because i have tues and wed off 
0,grabbing a card for the bar mitzvah i am going to  ive been told that writing happy day in the check memo field isnt good enough 
0,i hate when i take naps until  am i always get my days and nights mixed up 
1,thinks that it would be rather amusing for the bgt finalists to go into the bb house 
0,cthun regentlord cant we just all get along 
1,enda yes pls update us  cant wait to hear your live tweeting
1,lvnginlalaland yep we can be teammates 
0,chillin at the crib tonight 
1,i like summer but i like winter too  and now its chilly outside cause of the rain
1,im going to lol im not done gettin everyone something 
1,finally got all  overdue books out of the little room and into my now overstuffed back pack 
1,gotta love johncmayer amp theellenshow  this video always makes me smile  
0,just realized that her baby is nearly three and not a baby anymore 
1,headed up to dinner w the summer family  chef mikes cookin 
1,bertstephani id think it would be great to win and have mike larson as an assistant for two days 
0,littledotty i have vista on my laptop and xp on my desktop  vista can be a bit of a pain sometimes 
1,leshia yeah plus its a cartoon so its a lot easier to understand  good times
1,just watched yes man bahaha that movie is messed up 
1,everyday is a blessing 
1,paulsteele  thanks you too
0,aching legs   now where can i get some juggling balls from
0,going to have yum dinner then watch bad girlfriend play i have a am call time tomorrow 
0,watching amelie and suffering from a migraine  sometimes i wonder if god hates me  
0,im jealous of americans you get summer we get winter 
0,another early morning  last week i think ive had  hours sleep so tired
0,wants to know when ashsimpsonwentz is gonna start touring 
0,twitter is having down time 
1,disgrasian thanks for the followfriday rec 
0,missing twitter due to lack of a phone that was made in this century 
0,  say it aint so sosa 
0,mariaonthego ive liked kol for awhile i just really think only by the night is the best amp omfg  your parasite are you okay 
0,myspace is not working this morning i am unable to sign in 
0,wow i went running went to football then went to work its am and im finally getting a chance to sit down work at am 
0,i seriously need to revise for admin tonight then i need to organise these boxes full of school shit 
0,kchenoweth another great pushing daisies one more to go 
1,pinkberrygirl always a good feeling when the weekend finally arrives  have a good one
1,lebiggs haha  saved to the gif folder  mr linehan  full of interesting tweets it seems
0,i wish i could sleep 
0,karinaescobar some people seem to be getting over it pretty quick  and the guys to me didnt seem to care 
0,on my way to college have lots of work to do 
0,oh man  i was going to connect my old school nintendo to play mario games and is not in the bag i gotta search for it 
1,goodnightor goodmorning rather either way im going to sleep how about just goodbye 
0,when there is no news there is sawdust on the radio                                   
0,is very tired and weeepy 
0,my computer kept restarting by itself this morning hope its not dying  
0,ok time to head home sad to leave the dancing but the knee really hurts   i am so sleeping in tomorrow
1,cloudstrife good night i love you 
0,liubinskas will keep you posted mate looks good so far shame my browsers are not letting me reply to public waves  wavedaysyd
0,im not going to treck to joondalup for the radio tonight i understand how disappointed all of you are sorry 
1,and still world heavyweight champ cm punk 
1,mileycyrusfc i think legal boys like mileys until most of the public that it is right girls is a bit boring   
0,poolside my favorite place to be only missing one thing steppysisteryerkes 
1,saving a new video i just filmed 
0,gfalcone i am allergic sucks  xxxxx
0,so wuts u guys gonna do for fathersday morrow because im broke 
0,finally back home still feel sick from what i ate today  oh well ive learned what to do differently next time
1,therealjordin hahaha 
1,cynthia i cnt wait til i gt  a comp  c that vid 
1,kidquizine man i love that film 
1,installing sims wt 
1,sway sway baby 
0,just hearing about the missing air france aircraft really hope everyone is alright but without any contact for so long its not good 
1,jinnpod what book did u borrow 
0,mileycyrus btw please come to puerto rico  with metro station 
1,goodsex is when ur legs dont work the next day lol 
0,bonang thulaneh b if i was earning half as much as u skinny biatchs me would go  lv amp buy the whole store  u bt i cant 
1,slept in a freezing cold tent last night and so thankfully is off to her own bed now  goodnightxx
1,jonathanrknight you should try sleepy time teaits calming and relaxing  sweet dreams xo
0,im really bored 
1,skyejaden oh i am so jealous  i hope i can go to rg next year 
1,people  i will follow u as soon as i can no need to remove 
1,good morning 
1,goodnight to you tweeters you  
1,neurario selth morning btw 
1,im so tired from having an amazingly fun day  seabreeze with my girls but i must stay up to watch snl 
1,hannaholiviaa snow  dresses  bad move  find some sexy jeans or somethin 
1,realaudreykitch cold bath 
1,schofe mmmm that icecreams looks lovely 
0,finals grading hell and time to say goodbye to my students 
1,zacharythomas haha  sleep well awesomedork 
1,dont know how im still awake but i think ill head into town 
0,  peanut butter cupcakes yumyum i want one 
1,     it had to be done 
0,givemestrength sounds like my mums cooking 
1,tylaz yes you are lol 
1,is headed to the winery with priscilla and claire    lovin this day  couldnt ask for prettier weather
0,now my biggest fear is getting my heartbroken again by demetria  tirou as palavras das pontas dos meus dedo 
0,just got home from florida had no internet connection the whole time 
0,urg wanna stay in bed rme seems like the only tome i sleep well is when i have to wake up early 
0,badgerinn omg thats really awful 
1,nadinee okay  ano sabi
0,arrowpointe i doubt it  although i really wish it were there when na goes live next week 
0,ahhh crap river island want their earrings back and i still dont have them 
0,summer break  after  weeks   im soo tired
0,no w for the empower rangers this session 
1,hahaha  im girflriend   cuhs the first one she dont really seem like she dont know what to do
1,acrossoceans you are so hipster with polaroids and raybans 
1,therealtiffany me too everyones so happy and giving its nice 
1,emofreedom bro just eat less and exercise on a daily basis and you will be fine 
0,ok time to get ready for nite 
0,at a friends we have no power 
1,selenagomez cant wait to see you at the mtv movie awards  are you getting an award or just introducing someone
0,deannamac no im not home so no comp  get on 
1,okay yes labour is hard even when you just watching 
1,chillin wit crystal waitin on b to come homeagain lol gonna be watch movies again tonight 
1,simonapps everything takes time to load today i could do the climb quicker 
0,ugh i just dropped my phone my brand new phone 
0, now my exdaycare clients claim that i owe them over  and are going to take things to the quotnext stepquot 
1,watching ellen degeneres on youtube 
1,lindagrimes thank you  and omg that sounds like a plan
1,stefanyallaire please send the arcade games to me  
0,now has to empty underneath the stairs as somebody put the weights at the back right at the back  ah well getting there slowly
1,today i got a rexy from  micky ds cool 
0,being ill really sux when you had plans 
0,juniorscoz whyy 
1,well mary did not come over  oh well im on zionspace and texting baleigh 
1,giving my mommy her presents  happy mothers day
1,at the dog park with amywrogers peopledog watching 
0,my xbox got the red rings of death after being on for two minutes 
1,voted in the teen choice awards yuppp 
0,its cold 
1,another great place to do your online shopping digital to shoes yes even  walmart all  your favs under one roof  
0,last day of holiday sad 
0,pfffff makes me sad what old age can do to people it really breaks my heart 
1,in work soooooooooo bored off to england on thursday thank god i so need a break 
1,undergrndlife and then hopefully to pick me up early from work  yesss
1,just got back from chalkidiki awesome day 
0,not ready for monday or to say goodbye to my mom 
1,feeling like crap today hopefully a nice relaxing swim will do the trick 
1,thisismoleka   ouu pretty 
0,needs someone to teach him the twitter funda 
1,still love quotthe sizzlerquot thoughand chuck nice and doug benson and paul scheer and nick kroll  love me some geeks 
0,thankingdceva over here in the uk its just beyonce no juelz 
1,shreyaaaa the only way  can get better is if annie dies  tell me does that happen
1,had a good day 
1,back to work good mornin kids 
0,homework 
0,aaronisamess i feel like all i have been doing is complaining about the rain but wtf why wont it stop 
1,mtnlaurel i looked but havent found it yet  it might be too soon  maybe later today one hopes  
1,xmissmelisax haha  no i wont dont think they would need them either ill give them to the poor and mcfly 
1,joseenk its annoying when theres something so amazing going on and  yet there it is no instant teleport available 
0,melissapwns awe  what day do you get back
1,waiting for my daughters soccer game tonight 
1,heading to vancouver bc  the weather is so nice today its going to be a fun drive  fb
1,mrshaggie yea i get ya 
0,  hours have passed in my shift i texted my sweety but no response  wonders why gtgt  and am now about to read
0,just watched the buffy reunion  on youtube  i wish it had never ended  
0,taking a break from my phone because im like really pissed for some reason its like if i talk to anyone im going to yell complicated 
0,needs a hug 
0,ulcer in my mouth 
1,has caved and is watching dexter season one onlinei just cant wait its probably going to be an all nighter watching it 
0,i really wish i had the office seasons  
1,blacksuga check you out gorgeous love it sexy 
0,giannivt good morning gianni ops its a bit late but i am so sorry i missed the tweet how rude 
1,playin rock band w my bro fun stuff 
0,from what ive gathered im the only one of my group of friends that likes blink  quotall my best friends are metalheadsquot  
0,sammymcfly awh chicken that sucks  im here if you wanna talk about it loveyou xoxox
0,says david tennant finished filming doctor who  days ago  
1,you cant control where youve been but you can control where your headed 
1,i wondered why the frisbee was getting bigger and then it hit me  
1,is wearing a ring just for fun 
0,i tried to greenify my avatar from my blackberry and now i just have a green box 
0,caraax ano wasnt very late  it was about  thoo lol i was very tired 
1,thatahanitya oh gitu goodluck ya 
0,grrrreat theres a bug going on at work and its catching up to me 
1,imjustcreative very nice illustrations should put them on tees 
1,twittords i see you didnt go for cwunt then 
1,got the th and final star in braid unlocking the alternate ending such a perfectly crafted game one of my alltime favorites 
1,saraswati wow that was awesome have to watch it again though when im less tipsy 
0,still feeling like crap even after my nice hot hot shower  maybe i am really sick 
0,now i am feeling depressed   i dont like being sick
1,yay for hamish amp andy on rove  love them hamishandandy the ponytail is disturbing yet suits you andy weird combo 
1,candlecity oi come watch a flick with me 
0,quoti could stand here for hours just to ask god the question is everyone here makebelievequot mp  quotgt
0,at church key no tours today 
1,iamdavidcook   i see me fun great set raining and all lets do it again 
1,is watching family guys 
1,shibarireiss ill give you a full email review  it sounds like you know this character and her nuances well 
0,i have a headache 
0,i forgot the other l but yeah no cobra or all time low if i dont get this grade up 
1,aceconcierge hello hello long time no tweet  how are you
0,its only  and im ready for a nap 
1,jocelynsyme awesome catch up yummy drinks and food  thx for oth  youre a champ  enjoy your night at home
0,thetastetouch omg i miss that sooo much 
1,i hope you realize you made my day im so happy i got to see you cant wait til next week  hopefully sooner 
0,alice joemisika yeh great match but again teamwork you know torres shoulda passed lotsa times but he didnt  silly man im happy tho
0,back to work today  i so need a new job
0,am craving for super beefy shepherds pie but its prolly close to impossible to find at this time on a sunday 
0,k time to get off butt and finish me stuff 
0,another day of  degree weather and im gonna be stuck  work in the er all day sucks boooooooo 
1,mileycyrus hi am so excited to know the news from mileyworld i have the page open and i am still waiting 
0,scottydavis  they are lovely however im out of butter so cant do any icing 
1,glifted i have a bottle of holy wateri keep it just in case 
0,tessag bet its not the first phone call oasis has had this week 
0,feels a bit peed off today 
1,waiting for my snackwich to toast yum 
1,peteempire monkeys sound like fun 
0, airport express doesnt rock enough to allow wireless scanning with the canon pixma mx but otherwise its wireless goodness
0,feeling rough  have caught a summer cold already 
1,happy belated birthday francesc fabregas wish you all the best fabre 
1,natearchibald hey there nate im like serenas best girl  nice to meet you i have to let you know how she feels about you
1,going to go on ebuddy now  have a nice day everyoneee  xx
1,going to see up in d 
0,is getting increasingly nervous about flying 
1,crucifire maybe u guys can suggest an alternative picturefor brainstuck 
1,skydiver never knew you were a meatloaf fan 
1,found an exceptionally young pic of andrew lloyd webber and tim rice in the days when andrew could makes his own hair stand on end 
1,stylenbeautydoc thank you will have a read now 
0,oh apparently i got the day off today woop only two days left and thats a bit sad 
1,bernadoni para ow minha coberta do rocket power  muito sensual seduction 
1,had a long day schoolsalon and unexpected shopping  theeeen party tonight
1,scath drop me an email or something and ill totally do it 
1,multisportmama i think its just telling me that microsoft is crap 
0,puertorockin ill let you know the minute i hear anything more definite twitter needs to watch these sites more closely so hateful 
0,pmicka drink one for me i miss them so badly 
1,niqqas sayin lebron qoinq to the knicks  i would be sick if that happen  now if he qo  boston im fuckinq qonna be a happy bitch  
0,im going to go lay down before my head explodes 
1,i feel sofree 
0,really sad just found the cast of mighty boosh is gonna be at comicon but its sold out already 
0,contrary to the rumors my lack of updates today did not indicate my untimely demise or hospitalization my twitterifics broke 
1,hungryneed nourishment 
1,loves lazy summer days of laying by the pool  ah
1,oh yes i do love smiling 
1,goodoodoooood morning disruptiveplay floatr 
0,robnehistorian rob its along funny story i missed a step today in the parking lot at work but im not laughing now 
0,tv news icon walter cronkite reported to be gravely ill   via newsero  an icon 
0,quoti promise never to put you through anything like this ever again this is the last time youll ever see mequot i sob everytime  november now
1,kevincoffey and something to celebrate that fact with     from our bloghunter via canvas sweet 
0,i just found out that toilets in homes cant be moved at all 
0,i miss the way things used to be 
0,the course i wanted to do rmit was cancelled so now im screwed coz theres nothing similar offered that i can do instead 
0,cinnamon peed on my bed 
1,xllora just read your  page cv 
0,breakfastnews yep  its over  too bad too  im a big fan 
1,chriseyb thanks for that  hope you guys had a good time in detroit 
1,eksentrik are you sure gah im really embarrassed now gtlt if so big thanks um its watashi ni xx shinasai and arisa again thanks 
0,im feeling ill  too dizzy to concentrate on revision 
0,is hitting the streets  hours living with lexingtons homeless no foodno bedno problem no facebook or twitter  pray for us
0,wondering why she mad i miss her so much and its only been a day 
0,did everyone in the gbfv area do some cool stuff with the good weather today didnt jefflast say it will not be as pleasant sun amp mon 
0,bostinbloke sorry its willfallon 
0,doesnt understand twitter 
0,digitaldamsel  same song different verse  blargh  
0,drp noo how short 
1,new blog post   reasons to visit brazil   
0,youisfunny i know i messaged you the other day about your email address somewhere about podcasts but now i cant find it 
0,i need to start sleeping right  theres nothing to do at  in the morning
1,kikhaarinda whos bibo anyway  ur new bf  hehe 
0,i have the flu i hope its not swine flu 
1,photo rarakeynes aww cute  soo cute 
0,school school school then take out the trash then youth group loonnngg day 
1,arngrim congrats on the protect our children act i was catching up on my news and had to say congrats to youway to go 
0,kaboogie i dont go quotoutquot enough as i want  most of my quotoutquot is to work that involves dirt or mud  cute things stay home those days 
0,hmmmph in a slump with lack of tommy and too much drama party was crap dont want to do call back throat is being a jerk 
1,robfarva im jealous must be nice 
0,mgorka no i am fail 
1,thewatchmaker not that i thought it was even possible  but the batman geek thing just upped your coolness factor    
1,redneckmommy it is in my best interest to delete them so that you dont bash there name as well therefore delete our tweets 
1,a bunch of fine ass firefighters just came into dennysi think i need them to hose me downlol 
1,indiacarless   thanks  it went very fast less than  weeks since we listed our house  my head is spinning but im excited 
0,off to school for my last exam of high school summer is here baby although you cant tell by the weather 
0,fukk just realized i missed the hills season finale didnt even know there was one since ive missed the last  weeks 
1,lol ohsokool  were very shy 
0,quottoreador dont spit on the floor use the cuspidor thats what its forquot the simpsons are way past their prime 
1,suareasy when are you guys releasing the new video 
0,cheia haha but of course i miss him 
1,watchin sex and the city then naalala ko its the movie me and jof watched last year on my bdayhay  cant wait for our anniv 
0,staying in this weekendso bored 
1,fuckcity happy birthday 
0,kitchen basically looks like this   ugh my housemates and their inability to clean 
0,i hate the dentist painful 
0,alextrafford just realized im in cornwall 
1,i like to leave notes when ppl i know park close to my car 
0,having a good talk with janelle wish i couldve seen brett 
0,i have gastric now 
0,cleaned my room  an now im so tired 
0,maaaaaaaan got another  hours til jls  x
1,cfdj yeah its hard work but she in one of the good ones plus she hasnt a clue about football so thats good 
1,mcflyharry come  venezuela amp play a couple of shows amp well show u our teeth amp wht we got underneath make us smile smile smile  please
0,im still sad cause i lost all my files  
0,needs to see an optometrist im having a hard time to read from a fartsk tsk i think im near sightedtransformers  cancelled 
0,kennyhamilton i was listening to chris brown then it was cut is it limited in time i didnt hear you 
0,starving cant wait for breakfast in like  hours 
0,watching save the last dance and doing math homework 
0,think i am giving up on ms twitter  there is no end in sight amp im almost out of top  goal
1,domness awesome 
1,heading out to the townwide yard sale  hoping to buy a townwide yard 
0,oh my god im so ill  gotta goto work
1,what a beautiful way to end a day  had a good time minus the earthquake
0,signed douche nozzles year book going to practice for promotion tommorow im fucking sick 
0,alanreimer i know but poor pidgy hope he doesnt die on my windowsill 
1,rerunnat whoever is playing the vols  lol jk dont really have a team just a huge fan of the sport in general
1,the reasons why i use tweetlater  
0,tomboytigress jeez poor little guy   and poor you hugssssssssssssss 
1,was not enough to live in silence for betraying you  only because your love was yours for you    that great song     
1,mattgood hi mattim from bcliving in sydney aus now for  yrs listening some of ur songs and wanted to say hi  love ur work  miss it
0,im disappointed no chips and salsa 
1,thank you phies bayjub atchoo sindimeriana nandiaaa runii parakeetums ohhvi 
0,long weekend ahead yay 
0,feeling miserable about an email sent to a coworker 
0,work was a killah  watch proposal w ngan tonight hm got a letter from jet   i miss my ates like crazy  amp im stayin ghostawhile
1,moonfrye thank u  i was just looking for the gwave link  great minds     
0,zrhero what have brawn done by changing his strategy mid way through 
0,heidimontag well my party is over and im suffering with a sore head this morning  lovely sunny morning in belfast nireland 
1,thesixtyone but after reading the faq im not that confused anymore as a i guess shall give it another try 
0,im trying to find evidence that i wasnt just dreaming the past  hours but stars still hasnt made an update about it 
0,houstonchick sadly not independently wealthy  but instead no longer at the chronicle as of pm last night believe it or not
0,vikngeyez commons but nevermind has been turned down maybe some peeps would like to go to lake hope i wanna swim but not alone 
1,vharte awww youre going to have your hands full 
0, my dog i wanted got adopted today
1, days left of this school shit  ugh hurry summer hurry
1,irreplaceable skyfly yall ninjas aint gotta help me imma have me a decorate my apt house day n do everything 
1,wish all mommies a happy mothers day your place is one ive deliberately chosen not to be in you guys are incredibly amazing   
1,zaidah yay u cant have one lol not good  grins
0,  i miss earl
0,i dont get this 
0,im at work 
1,is serving the best beer in town leffe ruby vom fass   h
1,humanintersect gnight 
1,having a lazy day 
1,nickcarter can you pay me a flight i can go with you of coursei really like good music 
0,reinstalling apps on my company macbook pro after being assimilated into the active directory collective 
0,man this g battery is a real pain in the arse 
0,djblinkz im bored  but tired at the same timewhats up
0,had about  calories yesterday my goal was   today goal is  current is  orange part of a muffin sharp cheddar cheese
1,meghannian  sorry yes i was a little frustrated for being blocked  oh well tomorrow will be a better day  good night
0,im sad that my bff doesnt love me anymore 
0,ekoweghan run fell through  really you should come back soon
0,awww joes preprom makes me feel so old   
0,last day in colorado  it was everything expected and more leaving for home around  to  pm
1,blottedcopybook maybe although hub just told me he was up and down with her from  whilst i was snoring 
1,im really dreading school tommrow but i bet itll be really easy cause where not really doing anything so its all good 
1,mcraddictal  haha i was just listening to leathermouth and it switched to the academy iswoah haha it was great hehe atreyu
1,my long weekend not as relaxing as i would like but at least i have the rest of today amp tomorrow off 
0,attempting to train ez to make a cup of tea  funny enough not going well 
0,on the plane still uberdrunk but otherwise okay roaring to go sad to leave my friends amp dont wanna leave the great pbi area 
1,im dreading the next few days as the results continue to come in atleast i got  in music  and i didnt even study
0,sorry chicago weather canceled my flight and cant get anything until sunday so my workshops are a nogo at tribal revolution so sad 
1,makeupmanmae mmmmmuah 
0,willxxmobb work at am gotta go to bed soon 
1,campaspe awww that is too cute 
0,went looking by carstill not found 
1,laurenfan will do 
1,rghvr dare to dream beyond the nlses  we can give out free nokia s
1,bought new books from amazon ill sleep happy tonight 
1,jschools is this the lady gaga song youre talking about 
0,dammit i cant figure out how to pay my victorias secret credit card bill 
1,lfesvr i say sleepit does a body good 
1,aliasgirl you are a nice person adam baldwin makes everything better  and did you say you collect tea sets too dude were here
1,thatyubakid trendy for sure  hahah
1,kirstjamin happy birthday day kirsten  have a wonderful day
0,tooth ache in the middle of the night  looks like some teeth need to come out eina
1,starjamgirl agreeeed  ps there are wtk rumours floating around hmmm
0,nope  thats next monday sitting in the office
0,irishprincess im in the dark as well my big whiskey box was a no show as well 
1,he feels what i have felt right now cant sleep and need attention from somebody 
1,growinggold lol  i answer to a question dont i 
1,duck awww thanks duckie  happy friday
1,cswingler i like c a lot but i dislike aspnet quite a bit i havent found a web framework that i can get excited about maybe tomcat 
1,ashleysmilesxo yup yup sushi is goood so how was your day 
0,ashlidianne you are my sunshine and thats why the rain wont go away 
0,about to go to skool 
1,gfalcone get one and a newfoundland 
0,asks is this how you want me lord to see the answers that ive long been wanting to ask of you  
0,food poisoned by red robin 
0,sybowashere  im in mexico  but thanks for the invite tell me how it is
1,i am off to meet an exceptional amphibian 
1,pink good luck chuck if its anywhere near as good as manchester they will be happy 
0,hettychrist i am so jealous you are philladden are meeting an amazing summer arizona tweetup  among the saguaros 
0,chiefsanjay tat bangladesh link isnt working 
1,staring at my house on google earth 
0,boardopboy i have the whole last season on dvdwatchn an episodei miss this show 
0,purplemic but but i dont want to 
1,new day new week throw it at me 
1,tinadu thursdays are wine tasting but can get crowded  any other day of the week is nice to go too  up to yall  
0,iamlyric smh ii know but it hurts so badd 
1,i can believe mileycyrus won im so proud  god im up way to early
